Dato;Time;Elspot Price, DKK/MWh;
;;DK-West;DK-East
2012-02-06;22;393.46;394.42
2012-02-06;23;334.73;368.03
2012-02-06;24;317.93;317.93
2012-02-07;1;323.29;323.29
2012-02-07;2;320.39;320.39
2012-02-07;3;319.64;319.64
2012-02-07;4;323.29;323.29
2012-02-07;5;334.51;334.51
2012-02-07;6;349.53;349.53
2012-02-07;7;497.38;497.38
2012-02-07;8;892.03;892.03
2012-02-07;9;892.03;892.03
2012-02-07;10;854.86;854.86
2012-02-07;11;737.41;737.41
2012-02-07;12;712.88;712.88
2012-02-07;13;712.88;712.88
2012-02-07;14;625.91;625.91
2012-02-07;15;519.61;519.61
2012-02-07;16;505.93;505.93
2012-02-07;17;540.50;540.50
2012-02-07;18;743.36;743.36
2012-02-07;19;929.20;929.20
2012-02-07;20;743.73;743.73
2012-02-07;21;631.86;631.86
2012-02-07;22;399.11;399.11
2012-02-07;23;334.66;334.66
2012-02-07;24;316.30;316.30
2012-02-08;1;323.05;323.05
2012-02-08;2;319.04;319.04
2012-02-08;3;315.77;315.77
2012-02-08;4;316.81;316.81
2012-02-08;5;330.04;330.04
2012-02-08;6;339.70;340.00
2012-02-08;7;482.42;483.09
2012-02-08;8;891.92;891.92
2012-02-08;9;1,159.59;1,159.59
2012-02-08;10;929.09;929.09
2012-02-08;11;799.75;799.75
2012-02-08;12;831.64;831.64
2012-02-08;13;747.05;747.05
2012-02-08;14;743.92;743.92
2012-02-08;15;742.66;742.66
2012-02-08;16;784.21;784.21
2012-02-08;17;900.17;900.17
2012-02-08;18;1,129.04;1,129.04
2012-02-08;19;1,560.99;1,560.99
2012-02-08;20;1,262.92;1,262.92
2012-02-08;21;1,011.00;1,011.00
2012-02-08;22;538.91;538.91
2012-02-08;23;371.96;371.96
2012-02-08;24;327.14;327.14
2012-02-09;1;326.44;326.44
2012-02-09;2;318.56;318.56
2012-02-09;3;316.62;316.62
2012-02-09;4;315.36;315.36
2012-02-09;5;323.02;323.02
2012-02-09;6;335.35;335.35
2012-02-09;7;448.92;448.92
2012-02-09;8;512.99;775.21
2012-02-09;9;705.34;705.34
2012-02-09;10;642.17;642.17
2012-02-09;11;552.09;552.09
2012-02-09;12;587.24;587.24
2012-02-09;13;501.69;501.69
2012-02-09;14;548.52;548.52
2012-02-09;15;507.94;507.94
2012-02-09;16;447.06;447.06
2012-02-09;17;507.34;512.10
2012-02-09;18;764.06;764.80
2012-02-09;19;1,262.78;1,262.78
2012-02-09;20;899.33;899.33
2012-02-09;21;410.94;637.41
2012-02-09;22;378.69;378.69
2012-02-09;23;344.57;344.57
2012-02-09;24;328.07;328.07
2012-02-10;1;331.97;331.97
2012-02-10;2;326.03;326.03
2012-02-10;3;324.99;324.99
2012-02-10;4;335.24;335.24
2012-02-10;5;343.34;343.34
2012-02-10;6;368.39;368.39
2012-02-10;7;445.90;446.12
2012-02-10;8;1,362.97;1,362.97
2012-02-10;9;1,304.63;1,304.63
2012-02-10;10;928.22;928.22
2012-02-10;11;780.33;780.33
2012-02-10;12;672.27;672.27
2012-02-10;13;637.64;637.64
2012-02-10;14;553.14;553.14
2012-02-10;15;447.24;447.24
2012-02-10;16;445.90;445.90
2012-02-10;17;519.55;519.55
2012-02-10;18;820.46;820.46
2012-02-10;19;1,176.44;1,176.44
2012-02-10;20;750.60;750.60
2012-02-10;21;519.48;519.48
2012-02-10;22;378.20;378.20
2012-02-10;23;351.07;351.07
2012-02-10;24;326.33;326.33
2012-02-11;1;335.11;335.11
2012-02-11;2;329.99;329.99
2012-02-11;3;320.70;320.70
2012-02-11;4;314.23;314.23
2012-02-11;5;312.67;312.67
2012-02-11;6;312.15;312.15
2012-02-11;7;300.33;300.33
2012-02-11;8;310.88;310.88
2012-02-11;9;322.85;322.85
2012-02-11;10;329.69;413.45
2012-02-11;11;332.07;424.22
2012-02-11;12;330.43;388.92
2012-02-11;13;324.78;373.17
2012-02-11;14;317.13;317.13
2012-02-11;15;312.89;312.89
2012-02-11;16;316.31;316.31
2012-02-11;17;324.78;324.78
2012-02-11;18;346.93;500.92
2012-02-11;19;342.47;707.54
2012-02-11;20;326.05;528.57
2012-02-11;21;318.84;318.84
2012-02-11;22;317.57;317.57
2012-02-11;23;316.24;316.24
2012-02-11;24;307.76;307.76
2012-02-12;1;296.32;296.32
2012-02-12;2;291.19;291.19
2012-02-12;3;289.26;289.26
2012-02-12;4;286.14;286.14
2012-02-12;5;285.99;285.99
2012-02-12;6;283.91;283.91
2012-02-12;7;270.01;270.01
2012-02-12;8;268.45;268.45
2012-02-12;9;273.43;273.43
2012-02-12;10;275.96;275.96
2012-02-12;11;280.64;280.64
2012-02-12;12;285.99;285.99
2012-02-12;13;287.11;287.11
2012-02-12;14;274.92;274.92
2012-02-12;15;273.28;273.28
2012-02-12;16;278.26;278.26
2012-02-12;17;274.25;285.47
2012-02-12;18;327.69;327.69
2012-02-12;19;325.75;361.13
2012-02-12;20;325.60;325.60
2012-02-12;21;317.13;317.13
2012-02-12;22;315.13;315.13
2012-02-12;23;311.78;311.78
2012-02-12;24;307.25;307.25
2012-02-13;1;305.69;305.69
2012-02-13;2;297.59;297.59
2012-02-13;3;297.96;297.96
2012-02-13;4;298.33;298.33
2012-02-13;5;307.32;307.32
2012-02-13;6;317.95;317.95
2012-02-13;7;408.10;408.10
2012-02-13;8;632.48;632.48
2012-02-13;9;742.85;823.49
2012-02-13;10;447.05;952.06
2012-02-13;11;392.20;994.43
2012-02-13;12;364.33;928.28
2012-02-13;13;343.81;839.84
2012-02-13;14;345.45;808.62
2012-02-13;15;336.98;413.90
2012-02-13;16;334.45;367.89
2012-02-13;17;346.86;399.11
2012-02-13;18;412.78;735.27
2012-02-13;19;342.62;1,030.85
2012-02-13;20;324.94;944.63
2012-02-13;21;317.06;468.30
2012-02-13;22;312.30;367.75
2012-02-13;23;308.29;308.29
2012-02-13;24;295.73;295.73
2012-02-14;1;291.28;291.28
2012-02-14;2;285.40;285.40
2012-02-14;3;284.66;284.66
2012-02-14;4;286.00;286.00
2012-02-14;5;295.21;295.21
2012-02-14;6;303.99;303.99
2012-02-14;7;314.91;314.91
2012-02-14;8;349.62;639.93
2012-02-14;9;390.28;652.56
2012-02-14;10;347.61;657.77
2012-02-14;11;338.92;618.38
2012-02-14;12;331.34;604.25
2012-02-14;13;321.82;564.86
2012-02-14;14;319.15;552.23
2012-02-14;15;315.58;507.93
2012-02-14;16;311.94;367.38
2012-02-14;17;310.97;471.21
2012-02-14;18;317.44;564.86
2012-02-14;19;313.57;677.02
2012-02-14;20;305.47;370.88
2012-02-14;21;296.18;296.18
2012-02-14;22;287.86;287.86
2012-02-14;23;277.15;277.15
2012-02-14;24;252.70;252.70
2012-02-15;1;249.08;249.08
2012-02-15;2;230.57;230.57
2012-02-15;3;226.04;226.04
2012-02-15;4;230.28;230.28
2012-02-15;5;239.87;239.87
2012-02-15;6;236.82;251.68
2012-02-15;7;269.75;269.75
2012-02-15;8;299.85;299.85
2012-02-15;9;311.08;312.19
2012-02-15;10;301.41;301.41
2012-02-15;11;295.17;295.17
2012-02-15;12;289.89;289.89
2012-02-15;13;286.25;286.25
2012-02-15;14;283.35;283.35
2012-02-15;15;281.79;281.79
2012-02-15;16;283.28;283.28
2012-02-15;17;285.58;285.58
2012-02-15;18;313.90;327.65
2012-02-15;19;316.87;330.70
2012-02-15;20;312.34;312.34
2012-02-15;21;297.70;297.70
2012-02-15;22;288.33;288.33
2012-02-15;23;284.24;284.24
2012-02-15;24;277.11;277.11
2012-02-16;1;278.73;278.73
2012-02-16;2;278.80;278.80
2012-02-16;3;279.62;279.62
2012-02-16;4;283.04;283.04
2012-02-16;5;298.50;298.50
2012-02-16;6;319.16;319.16
2012-02-16;7;379.44;379.44
2012-02-16;8;477.93;477.93
2012-02-16;9;594.62;594.62
2012-02-16;10;572.33;572.33
2012-02-16;11;461.06;528.47
2012-02-16;12;379.22;511.01
2012-02-16;13;363.84;384.05
2012-02-16;14;340.42;361.53
2012-02-16;15;328.98;380.41
2012-02-16;16;316.04;316.04
2012-02-16;17;325.71;325.71
2012-02-16;18;373.87;442.47
2012-02-16;19;335.37;423.45
2012-02-16;20;300.95;300.95
2012-02-16;21;287.58;287.58
2012-02-16;22;283.19;283.19
2012-02-16;23;276.87;276.87
2012-02-16;24;270.11;270.11
2012-02-17;1;263.78;263.78
2012-02-17;2;258.80;258.80
2012-02-17;3;256.87;256.87
2012-02-17;4;260.51;260.51
2012-02-17;5;264.52;264.52
2012-02-17;6;271.29;271.29
2012-02-17;7;290.39;290.39
2012-02-17;8;322.42;322.42
2012-02-17;9;343.53;343.53
2012-02-17;10;314.25;314.25
2012-02-17;11;297.15;297.15
2012-02-17;12;296.56;296.56
2012-02-17;13;294.40;294.40
2012-02-17;14;291.73;291.73
2012-02-17;15;293.73;293.73
2012-02-17;16;287.49;287.49
2012-02-17;17;292.91;292.91
2012-02-17;18;392.14;392.14
2012-02-17;19;322.64;517.45
2012-02-17;20;317.59;317.59
2012-02-17;21;300.79;300.79
2012-02-17;22;282.44;282.44
2012-02-17;23;277.01;277.01
2012-02-17;24;272.55;272.55
2012-02-18;1;270.94;270.94
2012-02-18;2;264.25;264.25
2012-02-18;3;261.94;261.94
2012-02-18;4;260.68;260.68
2012-02-18;5;262.17;262.17
2012-02-18;6;261.87;261.87
2012-02-18;7;260.60;260.60
2012-02-18;8;260.75;260.75
2012-02-18;9;263.21;263.21
2012-02-18;10;264.77;264.77
2012-02-18;11;265.73;265.73
2012-02-18;12;264.40;264.40
2012-02-18;13;261.35;261.35
2012-02-18;14;259.64;259.64
2012-02-18;15;258.45;258.45
2012-02-18;16;258.30;258.30
2012-02-18;17;260.53;260.53
2012-02-18;18;266.70;266.70
2012-02-18;19;267.74;267.74
2012-02-18;20;264.84;264.84
2012-02-18;21;261.50;261.50
2012-02-18;22;253.32;253.32
2012-02-18;23;255.40;255.40
2012-02-18;24;242.77;242.77
2012-02-19;1;231.98;215.56
2012-02-19;2;226.56;226.56
2012-02-19;3;222.47;222.47
2012-02-19;4;224.33;224.33
2012-02-19;5;227.97;227.97
2012-02-19;6;236.96;236.96
2012-02-19;7;237.34;237.34
2012-02-19;8;234.96;234.96
2012-02-19;9;233.40;233.40
2012-02-19;10;253.99;253.99
2012-02-19;11;260.53;260.53
2012-02-19;12;259.49;259.49
2012-02-19;13;241.94;213.25
2012-02-19;14;222.77;222.77
2012-02-19;15;209.68;209.68
2012-02-19;16;209.39;209.39
2012-02-19;17;207.98;207.98
2012-02-19;18;311.74;311.74
2012-02-19;19;274.80;274.80
2012-02-19;20;272.35;272.35
2012-02-19;21;268.41;268.41
2012-02-19;22;267.14;267.14
2012-02-19;23;262.38;262.38
2012-02-19;24;256.96;256.96
2012-02-20;1;257.48;257.48
2012-02-20;2;255.40;255.40
2012-02-20;3;257.33;257.33
2012-02-20;4;261.49;261.49
2012-02-20;5;267.29;267.29
2012-02-20;6;273.53;273.53
2012-02-20;7;294.27;294.27
2012-02-20;8;483.44;483.44
2012-02-20;9;451.93;451.93
2012-02-20;10;378.12;415.50
2012-02-20;11;318.88;370.16
2012-02-20;12;293.90;329.65
2012-02-20;13;284.31;324.60
2012-02-20;14;280.37;280.37
2012-02-20;15;284.09;284.09
2012-02-20;16;262.76;271.75
2012-02-20;17;226.86;271.53
2012-02-20;18;325.71;325.71
2012-02-20;19;279.11;279.11
2012-02-20;20;272.35;272.35
2012-02-20;21;267.81;267.81
2012-02-20;22;262.98;262.98
2012-02-20;23;255.99;255.99
2012-02-20;24;242.46;242.46
2012-02-21;1;229.69;229.69
2012-02-21;2;226.94;226.94
2012-02-21;3;227.24;227.24
2012-02-21;4;230.44;230.44
2012-02-21;5;237.72;237.72
2012-02-21;6;239.21;239.21
2012-02-21;7;259.80;259.80
2012-02-21;8;272.36;272.36
2012-02-21;9;276.89;276.89
2012-02-21;10;276.15;276.15
2012-02-21;11;276.89;276.89
2012-02-21;12;275.70;275.70
2012-02-21;13;274.66;274.66
2012-02-21;14;273.85;273.85
2012-02-21;15;273.85;273.85
2012-02-21;16;274.44;274.44
2012-02-21;17;277.56;277.56
2012-02-21;18;327.81;327.81
2012-02-21;19;333.54;333.54
2012-02-21;20;319.26;319.26
2012-02-21;21;281.80;281.80
2012-02-21;22;275.78;275.78
2012-02-21;23;268.35;268.35
2012-02-21;24;260.54;260.54
2012-02-22;1;243.06;243.06
2012-02-22;2;239.64;239.64
2012-02-22;3;236.96;236.96
2012-02-22;4;240.83;240.83
2012-02-22;5;246.78;246.78
2012-02-22;6;247.67;247.67
2012-02-22;7;260.53;260.53
2012-02-22;8;270.35;270.35
2012-02-22;9;271.76;271.76
2012-02-22;10;267.67;267.67
2012-02-22;11;266.85;266.85
2012-02-22;12;264.70;264.70
2012-02-22;13;263.21;263.21
2012-02-22;14;262.24;262.24
2012-02-22;15;260.76;260.76
2012-02-22;16;258.00;258.00
2012-02-22;17;257.04;257.04
2012-02-22;18;263.21;263.21
2012-02-22;19;263.06;263.06
2012-02-22;20;258.82;258.82
2012-02-22;21;251.76;251.76
2012-02-22;22;242.61;242.61
2012-02-22;23;230.35;230.35
2012-02-22;24;211.16;211.16
2012-02-23;1;107.74;107.74
2012-02-23;2;94.43;94.43
2012-02-23;3;107.74;107.74
2012-02-23;4;153.17;153.17
2012-02-23;5;153.91;153.91
2012-02-23;6;208.34;208.34
2012-02-23;7;232.06;232.06
2012-02-23;8;248.42;248.42
2012-02-23;9;252.06;252.06
2012-02-23;10;251.84;251.84
2012-02-23;11;252.29;252.29
2012-02-23;12;248.64;248.64
2012-02-23;13;245.89;245.89
2012-02-23;14;243.36;243.36
2012-02-23;15;242.99;242.99
2012-02-23;16;242.77;242.77
2012-02-23;17;245.59;245.59
2012-02-23;18;254.89;254.89
2012-02-23;19;256.97;256.97
2012-02-23;20;255.04;255.04
2012-02-23;21;249.76;249.76
2012-02-23;22;244.55;244.55
2012-02-23;23;238.08;238.08
2012-02-23;24;227.45;227.45
2012-02-24;1;217.31;223.11
2012-02-24;2;219.02;219.02
2012-02-24;3;213.67;213.67
2012-02-24;4;215.45;215.45
2012-02-24;5;216.42;216.42
2012-02-24;6;225.56;225.56
2012-02-24;7;236.87;236.87
2012-02-24;8;249.66;249.66
2012-02-24;9;252.56;252.56
2012-02-24;10;250.70;250.70
2012-02-24;11;248.77;248.77
2012-02-24;12;245.72;245.72
2012-02-24;13;240.51;240.51
2012-02-24;14;236.05;236.05
2012-02-24;15;231.22;231.22
2012-02-24;16;228.54;228.54
2012-02-24;17;230.40;230.40
2012-02-24;18;241.11;241.11
2012-02-24;19;244.83;244.83
2012-02-24;20;242.97;242.97
2012-02-24;21;234.86;234.86
2012-02-24;22;226.83;226.83
2012-02-24;23;221.55;221.55
2012-02-24;24;219.54;219.54
2012-02-25;1;224.57;224.57
2012-02-25;2;220.77;220.77
2012-02-25;3;218.54;218.54
2012-02-25;4;217.65;217.65
2012-02-25;5;219.29;219.29
2012-02-25;6;221.59;221.59
2012-02-25;7;222.41;222.41
2012-02-25;8;221.37;221.37
2012-02-25;9;223.23;223.23
2012-02-25;10;226.20;226.20
2012-02-25;11;229.62;229.62
2012-02-25;12;228.14;228.14
2012-02-25;13;224.72;224.72
2012-02-25;14;223.67;223.67
2012-02-25;15;224.42;224.42
2012-02-25;16;226.57;226.57
2012-02-25;17;231.33;231.33
2012-02-25;18;245.98;245.98
2012-02-25;19;250.67;250.67
2012-02-25;20;247.99;247.99
2012-02-25;21;240.26;240.26
2012-02-25;22;242.12;242.12
2012-02-25;23;240.18;240.18
2012-02-25;24;238.84;238.84
2012-02-26;1;243.96;243.96
2012-02-26;2;233.85;233.85
2012-02-26;3;225.15;225.15
2012-02-26;4;227.90;227.90
2012-02-26;5;236.37;236.37
2012-02-26;6;245.07;245.07
2012-02-26;7;237.42;237.42
2012-02-26;8;233.70;233.70
2012-02-26;9;253.55;253.55
2012-02-26;10;278.83;278.83
2012-02-26;11;316.01;316.01
2012-02-26;12;374.01;374.01
2012-02-26;13;380.70;380.70
2012-02-26;14;342.78;342.78
2012-02-26;15;321.44;321.44
2012-02-26;16;298.16;298.16
2012-02-26;17;283.29;283.29
2012-02-26;18;319.50;319.50
2012-02-26;19;408.95;408.95
2012-02-26;20;498.92;498.92
2012-02-26;21;468.44;468.44
2012-02-26;22;411.48;411.48
2012-02-26;23;326.57;326.57
2012-02-26;24;323.37;323.37
2012-02-27;1;308.57;308.57
2012-02-27;2;256.15;256.15
2012-02-27;3;251.91;251.91
2012-02-27;4;251.84;251.84
2012-02-27;5;249.46;249.46
2012-02-27;6;262.25;262.25
2012-02-27;7;326.49;326.49
2012-02-27;8;431.33;431.33
2012-02-27;9;443.90;443.90
2012-02-27;10;412.00;412.00
2012-02-27;11;385.90;385.90
2012-02-27;12;363.60;363.60
2012-02-27;13;332.37;332.37
2012-02-27;14;360.77;360.77
2012-02-27;15;342.40;342.40
2012-02-27;16;333.85;333.85
2012-02-27;17;333.93;333.93
2012-02-27;18;384.04;384.04
2012-02-27;19;483.31;483.31
2012-02-27;20;486.28;486.28
2012-02-27;21;382.18;382.18
2012-02-27;22;365.08;365.08
2012-02-27;23;323.59;323.59
2012-02-27;24;290.58;290.58
2012-02-28;1;242.85;242.85
2012-02-28;2;239.13;239.13
2012-02-28;3;237.05;237.05
2012-02-28;4;238.09;238.09
2012-02-28;5;243.74;243.74
2012-02-28;6;245.60;245.60
2012-02-28;7;250.36;250.36
2012-02-28;8;257.87;257.87
2012-02-28;9;259.87;259.87
2012-02-28;10;258.02;258.02
2012-02-28;11;254.74;254.74
2012-02-28;12;253.11;253.11
2012-02-28;13;252.59;252.59
2012-02-28;14;252.29;252.29
2012-02-28;15;251.03;251.03
2012-02-28;16;250.13;250.13
2012-02-28;17;249.61;249.61
2012-02-28;18;256.53;256.53
2012-02-28;19;274.82;274.82
2012-02-28;20;256.68;256.68
2012-02-28;21;253.11;253.11
2012-02-28;22;250.06;250.06
2012-02-28;23;245.75;245.75
2012-02-28;24;240.62;240.62
2012-02-29;1;232.81;232.81
2012-02-29;2;225.30;225.30
2012-02-29;3;223.81;223.81
2012-02-29;4;240.02;240.02
2012-02-29;5;246.27;246.27
2012-02-29;6;248.28;248.28
2012-02-29;7;256.01;256.01
2012-02-29;8;324.05;324.05
2012-02-29;9;371.26;371.26
2012-02-29;10;384.13;384.13
2012-02-29;11;391.12;391.12
2012-02-29;12;400.41;400.41
2012-02-29;13;355.05;355.05
2012-02-29;14;341.52;341.52
2012-02-29;15;324.94;324.94
2012-02-29;16;324.35;324.35
2012-02-29;17;324.27;324.27
2012-02-29;18;389.63;389.63
2012-02-29;19;479.60;479.60
2012-02-29;20;355.13;355.13
2012-02-29;21;355.65;355.65
2012-02-29;22;301.52;301.52
2012-02-29;23;262.55;262.55
2012-02-29;24;241.29;241.29
2012-03-01;1;234.43;234.43
2012-03-01;2;229.15;229.15
2012-03-01;3;226.54;226.54
2012-03-01;4;229.96;229.96
2012-03-01;5;239.78;239.78
2012-03-01;6;241.71;241.71
2012-03-01;7;250.41;250.41
2012-03-01;8;315.62;315.62
2012-03-01;9;320.82;320.82
2012-03-01;10;316.73;316.73
2012-03-01;11;316.58;316.58
2012-03-01;12;315.99;315.99
2012-03-01;13;295.84;295.84
2012-03-01;14;299.26;299.26
2012-03-01;15;265.36;265.36
2012-03-01;16;262.75;262.75
2012-03-01;17;249.67;249.67
2012-03-01;18;295.02;295.02
2012-03-01;19;315.84;315.84
2012-03-01;20;285.80;285.80
2012-03-01;21;263.05;263.05
2012-03-01;22;245.73;245.73
2012-03-01;23;239.33;239.33
2012-03-01;24;231.53;231.53
2012-03-02;1;224.79;224.79
2012-03-02;2;220.55;220.55
2012-03-02;3;217.87;217.87
2012-03-02;4;225.68;225.68
2012-03-02;5;235.19;235.19
2012-03-02;6;237.94;237.94
2012-03-02;7;257.05;257.05
2012-03-02;8;309.75;309.75
2012-03-02;9;312.95;312.95
2012-03-02;10;315.40;315.40
2012-03-02;11;312.65;312.65
2012-03-02;12;312.20;312.20
2012-03-02;13;312.50;312.50
2012-03-02;14;309.97;309.97
2012-03-02;15;309.01;309.01
2012-03-02;16;309.08;309.08
2012-03-02;17;309.82;309.82
2012-03-02;18;385.79;385.79
2012-03-02;19;448.98;448.98
2012-03-02;20;428.68;428.68
2012-03-02;21;312.35;312.35
2012-03-02;22;292.73;292.73
2012-03-02;23;239.21;239.21
2012-03-02;24;237.50;237.50
2012-03-03;1;237.88;237.88
2012-03-03;2;234.90;234.90
2012-03-03;3;233.64;233.64
2012-03-03;4;234.23;234.23
2012-03-03;5;233.86;233.86
2012-03-03;6;232.37;232.37
2012-03-03;7;229.18;229.18
2012-03-03;8;230.81;230.81
2012-03-03;9;235.12;235.12
2012-03-03;10;238.62;238.62
2012-03-03;11;238.92;238.92
2012-03-03;12;238.02;238.02
2012-03-03;13;232.15;232.15
2012-03-03;14;225.98;225.98
2012-03-03;15;227.17;227.17
2012-03-03;16;228.95;228.95
2012-03-03;17;232.67;232.67
2012-03-03;18;240.55;240.55
2012-03-03;19;245.23;245.23
2012-03-03;20;242.26;242.26
2012-03-03;21;238.32;238.32
2012-03-03;22;237.06;237.06
2012-03-03;23;232.52;232.52
2012-03-03;24;233.56;233.56
2012-03-04;1;230.61;230.61
2012-03-04;2;225.78;225.78
2012-03-04;3;220.42;220.42
2012-03-04;4;223.99;223.99
2012-03-04;5;223.55;223.55
2012-03-04;6;230.91;230.91
2012-03-04;7;224.36;224.36
2012-03-04;8;225.11;225.11
2012-03-04;9;236.18;236.18
2012-03-04;10;238.94;238.94
2012-03-04;11;239.90;239.90
2012-03-04;12;239.98;239.98
2012-03-04;13;238.27;238.27
2012-03-04;14;237.00;237.00
2012-03-04;15;236.18;236.18
2012-03-04;16;236.33;236.33
2012-03-04;17;238.12;238.12
2012-03-04;18;245.11;245.11
2012-03-04;19;281.31;281.31
2012-03-04;20;253.21;253.21
2012-03-04;21;248.97;248.97
2012-03-04;22;246.15;246.15
2012-03-04;23;241.61;241.61
2012-03-04;24;237.89;237.89
2012-03-05;1;232.24;232.24
2012-03-05;2;223.03;223.03
2012-03-05;3;215.59;215.59
2012-03-05;4;203.99;203.99
2012-03-05;5;211.06;211.06
2012-03-05;6;201.47;224.74
2012-03-05;7;264.06;240.79
2012-03-05;8;297.52;297.52
2012-03-05;9;367.70;367.70
2012-03-05;10;349.41;349.41
2012-03-05;11;327.92;327.92
2012-03-05;12;297.81;297.81
2012-03-05;13;266.14;266.14
2012-03-05;14;255.74;255.74
2012-03-05;15;254.18;254.18
2012-03-05;16;250.53;250.53
2012-03-05;17;249.05;249.05
2012-03-05;18;281.16;281.16
2012-03-05;19;350.97;350.97
2012-03-05;20;289.04;289.04
2012-03-05;21;251.05;251.05
2012-03-05;22;244.66;244.66
2012-03-05;23;240.27;240.27
2012-03-05;24;236.70;236.70
2012-03-06;1;234.32;234.32
2012-03-06;2;232.54;232.54
2012-03-06;3;231.35;231.35
2012-03-06;4;233.95;233.95
2012-03-06;5;236.18;236.18
2012-03-06;6;238.04;238.04
2012-03-06;7;243.39;243.39
2012-03-06;8;292.98;430.43
2012-03-06;9;315.58;408.88
2012-03-06;10;290.00;377.65
2012-03-06;11;269.71;314.46
2012-03-06;12;256.92;324.13
2012-03-06;13;253.43;334.53
2012-03-06;14;250.01;363.53
2012-03-06;15;248.74;380.63
2012-03-06;16;249.34;249.34
2012-03-06;17;248.22;248.22
2012-03-06;18;254.39;394.01
2012-03-06;19;285.99;492.14
2012-03-06;20;259.08;393.41
2012-03-06;21;250.45;250.45
2012-03-06;22;244.66;244.66
2012-03-06;23;240.05;240.05
2012-03-06;24;235.88;235.88
2012-03-07;1;225.09;225.09
2012-03-07;2;224.71;224.71
2012-03-07;3;223.08;223.08
2012-03-07;4;224.19;224.19
2012-03-07;5;225.09;225.09
2012-03-07;6;225.46;225.46
2012-03-07;7;236.53;236.53
2012-03-07;8;247.91;247.91
2012-03-07;9;259.35;259.35
2012-03-07;10;245.45;245.45
2012-03-07;11;243.45;243.45
2012-03-07;12;239.51;240.85
2012-03-07;13;236.24;239.43
2012-03-07;14;237.72;238.54
2012-03-07;15;233.04;237.20
2012-03-07;16;230.88;235.79
2012-03-07;17;235.94;235.94
2012-03-07;18;239.21;239.21
2012-03-07;19;241.59;241.59
2012-03-07;20;240.92;240.92
2012-03-07;21;238.62;238.62
2012-03-07;22;235.64;235.64
2012-03-07;23;229.55;229.55
2012-03-07;24;224.57;224.57
2012-03-08;1;219.53;219.53
2012-03-08;2;216.85;216.85
2012-03-08;3;214.85;214.85
2012-03-08;4;218.04;218.04
2012-03-08;5;223.02;223.02
2012-03-08;6;225.62;225.62
2012-03-08;7;238.49;238.49
2012-03-08;8;248.37;248.37
2012-03-08;9;275.88;343.83
2012-03-08;10;269.56;343.23
2012-03-08;11;262.13;302.42
2012-03-08;12;250.75;331.11
2012-03-08;13;247.93;304.05
2012-03-08;14;246.59;246.59
2012-03-08;15;243.76;243.76
2012-03-08;16;242.13;242.13
2012-03-08;17;242.43;242.43
2012-03-08;18;247.56;259.67
