Dato;Time;Elspot Price, DKK/MWh;
;;DK-West;DK-East
2012-12-02;11;289.58;289.58
2012-12-02;12;297.26;297.26
2012-12-02;13;299.87;299.87
2012-12-02;14;290.47;290.47
2012-12-02;15;285.62;285.62
2012-12-02;16;296.52;296.52
2012-12-02;17;366.78;366.78
2012-12-02;18;433.17;433.17
2012-12-02;19;439.14;439.14
2012-12-02;20;388.94;388.94
2012-12-02;21;344.93;344.93
2012-12-02;22;306.88;306.88
2012-12-02;23;295.40;295.40
2012-12-02;24;277.49;277.49
2012-12-03;1;267.05;267.05
2012-12-03;2;269.51;269.51
2012-12-03;3;266.08;266.08
2012-12-03;4;264.07;264.07
2012-12-03;5;262.65;268.99
2012-12-03;6;261.01;280.10
2012-12-03;7;331.50;331.50
2012-12-03;8;551.18;551.18
2012-12-03;9;494.27;559.69
2012-12-03;10;486.88;515.15
2012-12-03;11;459.73;459.73
2012-12-03;12;458.09;522.84
2012-12-03;13;462.41;462.41
2012-12-03;14;458.24;458.24
2012-12-03;15;456.37;526.79
2012-12-03;16;439.89;748.56
2012-12-03;17;458.39;1,477.06
2012-12-03;18;527.31;1,351.44
2012-12-03;19;484.20;484.20
2012-12-03;20;439.81;439.81
2012-12-03;21;330.83;330.83
2012-12-03;22;306.29;306.29
2012-12-03;23;289.80;289.80
2012-12-03;24;258.17;267.50
2012-12-04;1;266.16;266.54
2012-12-04;2;260.49;260.49
2012-12-04;3;257.96;260.12
2012-12-04;4;259.37;267.13
2012-12-04;5;258.93;273.32
2012-12-04;6;249.00;283.17
2012-12-04;7;307.34;307.34
2012-12-04;8;425.43;425.43
2012-12-04;9;428.41;433.86
2012-12-04;10;410.95;410.95
2012-12-04;11;409.99;409.99
2012-12-04;12;412.22;412.22
2012-12-04;13;403.94;403.94
2012-12-04;14;402.15;402.15
2012-12-04;15;396.78;396.78
2012-12-04;16;396.78;396.78
2012-12-04;17;454.44;471.98
2012-12-04;18;511.66;511.66
2012-12-04;19;462.20;462.20
2012-12-04;20;374.25;374.25
2012-12-04;21;325.32;325.32
2012-12-04;22;305.55;305.55
2012-12-04;23;290.11;290.11
2012-12-04;24;273.17;273.17
2012-12-05;1;261.31;262.66
2012-12-05;2;260.49;260.49
2012-12-05;3;259.60;259.60
2012-12-05;4;259.37;259.37
2012-12-05;5;260.57;260.94
2012-12-05;6;284.07;283.84
2012-12-05;7;326.88;326.88
2012-12-05;8;510.09;510.09
2012-12-05;9;512.26;512.26
2012-12-05;10;499.28;499.28
2012-12-05;11;495.85;495.85
2012-12-05;12;500.47;500.47
2012-12-05;13;491.97;491.97
2012-12-05;14;481.97;481.97
2012-12-05;15;486.67;486.67
2012-12-05;16;477.42;477.42
2012-12-05;17;488.91;488.91
2012-12-05;18;537.10;537.10
2012-12-05;19;499.58;499.58
2012-12-05;20;420.20;420.20
2012-12-05;21;338.22;338.22
2012-12-05;22;308.83;308.83
2012-12-05;23;290.85;290.85
2012-12-05;24;273.03;273.03
2012-12-06;1;268.85;270.71
2012-12-06;2;265.12;265.12
2012-12-06;3;254.52;260.87
2012-12-06;4;257.36;261.01
2012-12-06;5;255.12;262.81
2012-12-06;6;267.73;272.95
2012-12-06;7;298.91;298.91
2012-12-06;8;403.94;403.94
2012-12-06;9;448.03;448.03
2012-12-06;10;432.59;432.59
2012-12-06;11;425.95;425.95
2012-12-06;12;446.39;446.39
2012-12-06;13;431.69;431.69
2012-12-06;14;447.06;447.06
2012-12-06;15;461.31;461.31
2012-12-06;16;473.84;473.84
2012-12-06;17;515.54;515.54
2012-12-06;18;687.41;687.41
2012-12-06;19;558.73;558.73
2012-12-06;20;489.36;489.36
2012-12-06;21;332.03;332.03
2012-12-06;22;319.57;319.57
2012-12-06;23;300.55;300.55
2012-12-06;24;280.19;280.19
2012-12-07;1;274.55;278.95
2012-12-07;2;268.13;268.13
2012-12-07;3;267.54;267.54
2012-12-07;4;268.28;268.28
2012-12-07;5;268.95;273.80
2012-12-07;6;276.19;287.82
2012-12-07;7;308.86;321.09
2012-12-07;8;449.37;460.19
2012-12-07;9;502.18;502.18
2012-12-07;10;446.91;446.91
2012-12-07;11;434.98;434.98
2012-12-07;12;447.21;447.21
2012-12-07;13;422.97;422.97
2012-12-07;14;376.65;376.65
2012-12-07;15;393.73;393.73
2012-12-07;16;424.69;424.69
2012-12-07;17;447.29;447.29
2012-12-07;18;531.57;531.57
2012-12-07;19;513.00;513.00
2012-12-07;20;373.00;373.00
2012-12-07;21;331.90;331.90
2012-12-07;22;321.24;321.24
2012-12-07;23;298.04;298.04
2012-12-07;24;289.91;289.91
2012-12-08;1;291.49;291.49
2012-12-08;2;284.10;284.10
2012-12-08;3;283.36;283.36
2012-12-08;4;281.79;281.79
2012-12-08;5;277.99;277.99
2012-12-08;6;281.79;281.79
2012-12-08;7;283.73;283.73
2012-12-08;8;296.48;296.48
2012-12-08;9;296.93;296.93
2012-12-08;10;356.53;356.53
2012-12-08;11;356.90;356.90
2012-12-08;12;356.82;356.82
2012-12-08;13;356.60;356.60
2012-12-08;14;323.11;323.11
2012-12-08;15;322.59;322.59
2012-12-08;16;353.99;353.99
2012-12-08;17;416.94;416.94
2012-12-08;18;511.00;511.00
2012-12-08;19;402.77;402.77
2012-12-08;20;343.25;343.25
2012-12-08;21;318.11;318.11
2012-12-08;22;305.21;305.21
2012-12-08;23;294.54;294.54
2012-12-08;24;285.89;285.89
2012-12-09;1;285.95;285.95
2012-12-09;2;278.19;278.19
2012-12-09;3;267.38;267.38
2012-12-09;4;262.16;262.16
2012-12-09;5;255.15;255.15
2012-12-09;6;246.57;252.61
2012-12-09;7;178.18;242.25
2012-12-09;8;220.84;255.22
2012-12-09;9;246.87;254.40
2012-12-09;10;254.40;261.41
2012-12-09;11;258.13;268.65
2012-12-09;12;274.99;274.99
2012-12-09;13;263.95;270.36
2012-12-09;14;264.92;271.41
2012-12-09;15;264.92;275.14
2012-12-09;16;250.45;287.44
2012-12-09;17;276.40;295.80
2012-12-09;18;298.33;304.00
2012-12-09;19;298.78;298.78
2012-12-09;20;297.44;297.44
2012-12-09;21;286.17;286.17
2012-12-09;22;270.29;274.24
2012-12-09;23;272.75;272.75
2012-12-09;24;249.48;249.48
2012-12-10;1;228.67;234.27
2012-12-10;2;223.15;223.15
2012-12-10;3;211.44;211.44
2012-12-10;4;190.63;190.63
2012-12-10;5;184.29;190.11
2012-12-10;6;211.00;267.98
2012-12-10;7;285.88;288.71
2012-12-10;8;318.17;354.64
2012-12-10;9;361.13;361.13
2012-12-10;10;350.61;350.61
2012-12-10;11;350.32;350.32
2012-12-10;12;351.81;351.81
2012-12-10;13;348.23;348.23
2012-12-10;14;341.74;341.74
2012-12-10;15;353.67;353.67
2012-12-10;16;456.45;456.45
2012-12-10;17;474.05;474.05
2012-12-10;18;549.98;549.98
2012-12-10;19;400.36;400.36
2012-12-10;20;334.13;334.13
2012-12-10;21;311.61;311.61
2012-12-10;22;297.51;297.51
2012-12-10;23;286.85;286.85
2012-12-10;24;270.29;270.29
2012-12-11;1;270.29;270.29
2012-12-11;2;269.39;269.39
2012-12-11;3;267.00;267.00
2012-12-11;4;269.17;269.17
2012-12-11;5;276.48;276.48
2012-12-11;6;288.78;288.78
2012-12-11;7;322.87;322.87
2012-12-11;8;500.07;500.07
2012-12-11;9;545.79;545.79
2012-12-11;10;508.72;508.72
2012-12-11;11;447.34;447.34
2012-12-11;12;432.65;432.65
2012-12-11;13;423.85;423.85
2012-12-11;14;432.20;432.20
2012-12-11;15;472.18;472.18
2012-12-11;16;510.51;510.51
2012-12-11;17;588.45;588.45
2012-12-11;18;781.17;781.17
2012-12-11;19;596.73;596.73
2012-12-11;20;392.30;392.30
2012-12-11;21;338.30;338.30
2012-12-11;22;327.79;327.79
2012-12-11;23;301.91;301.91
2012-12-11;24;289.08;289.08
2012-12-12;1;291.64;291.64
2012-12-12;2;285.75;285.75
2012-12-12;3;282.10;282.10
2012-12-12;4;283.81;283.81
2012-12-12;5;286.20;286.20
2012-12-12;6;305.96;305.96
2012-12-12;7;410.31;410.31
2012-12-12;8;596.94;596.94
2012-12-12;9;760.81;760.81
2012-12-12;10;671.38;671.38
2012-12-12;11;639.00;639.00
2012-12-12;12;633.41;633.41
2012-12-12;13;586.12;586.12
2012-12-12;14;560.24;560.24
2012-12-12;15;548.75;548.75
2012-12-12;16;566.43;566.43
2012-12-12;17;628.86;628.86
2012-12-12;18;1,007.03;1,007.03
2012-12-12;19;1,041.78;1,041.78
2012-12-12;20;746.79;746.79
2012-12-12;21;544.43;544.43
2012-12-12;22;444.55;444.55
2012-12-12;23;346.39;346.39
2012-12-12;24;304.85;304.85
2012-12-13;1;297.65;297.65
2012-12-13;2;286.31;286.31
2012-12-13;3;280.87;280.87
2012-12-13;4;287.51;287.51
2012-12-13;5;297.36;297.36
2012-12-13;6;328.46;328.46
2012-12-13;7;440.96;440.96
2012-12-13;8;604.33;604.33
2012-12-13;9;707.80;707.80
2012-12-13;10;634.62;634.62
2012-12-13;11;584.42;584.42
2012-12-13;12;552.79;552.79
2012-12-13;13;522.13;522.13
2012-12-13;14;530.03;530.03
2012-12-13;15;520.41;520.41
2012-12-13;16;518.17;518.17
2012-12-13;17;615.15;615.15
2012-12-13;18;860.73;860.73
2012-12-13;19;670.88;670.88
2012-12-13;20;442.97;549.95
2012-12-13;21;363.15;471.25
2012-12-13;22;341.52;341.52
2012-12-13;23;323.84;323.84
2012-12-13;24;295.94;295.94
2012-12-14;1;275.80;277.66
2012-12-14;2;273.93;273.93
2012-12-14;3;272.74;272.74
2012-12-14;4;274.16;274.16
2012-12-14;5;275.65;276.99
2012-12-14;6;297.50;303.47
2012-12-14;7;331.00;331.00
2012-12-14;8;423.65;423.65
2012-12-14;9;428.35;428.35
2012-12-14;10;380.76;380.76
2012-12-14;11;367.85;367.85
2012-12-14;12;302.06;357.48
2012-12-14;13;300.86;343.38
2012-12-14;14;290.94;333.61
2012-12-14;15;283.03;328.84
2012-12-14;16;275.80;343.53
2012-12-14;17;278.63;359.95
2012-12-14;18;283.41;343.61
2012-12-14;19;275.80;304.00
2012-12-14;20;274.68;286.54
2012-12-14;21;273.04;279.45
2012-12-14;22;262.67;271.77
2012-12-14;23;203.73;254.68
2012-12-14;24;189.78;228.05
2012-12-15;1;188.23;188.23
2012-12-15;2;148.39;148.39
2012-12-15;3;111.31;111.31
2012-12-15;4;116.09;116.09
2012-12-15;5;99.60;99.60
2012-12-15;6;122.43;122.43
2012-12-15;7;184.35;184.35
2012-12-15;8;251.05;257.16
2012-12-15;9;269.47;269.47
2012-12-15;10;275.59;275.59
2012-12-15;11;277.68;277.68
2012-12-15;12;280.81;280.81
2012-12-15;13;280.66;280.66
2012-12-15;14;279.62;279.62
2012-12-15;15;280.81;280.81
2012-12-15;16;280.96;280.96
2012-12-15;17;292.90;292.90
2012-12-15;18;305.43;305.43
2012-12-15;19;298.35;298.35
2012-12-15;20;291.11;291.11
2012-12-15;21;283.72;283.72
2012-12-15;22;274.92;274.92
2012-12-15;23;274.32;274.32
2012-12-15;24;266.71;266.71
2012-12-16;1;265.08;263.06
2012-12-16;2;238.97;240.98
2012-12-16;3;204.87;204.87
2012-12-16;4;205.77;205.77
2012-12-16;5;240.09;240.09
2012-12-16;6;245.08;245.08
2012-12-16;7;251.87;251.87
2012-12-16;8;254.93;254.93
2012-12-16;9;260.08;260.08
2012-12-16;10;264.85;268.36
2012-12-16;11;278.21;274.70
2012-12-16;12;282.31;282.31
2012-12-16;13;282.16;282.16
2012-12-16;14;275.15;275.15
2012-12-16;15;272.46;272.46
2012-12-16;16;275.67;275.67
2012-12-16;17;278.21;284.85
2012-12-16;18;306.71;300.82
2012-12-16;19;363.34;363.34
2012-12-16;20;295.82;295.82
2012-12-16;21;287.68;287.68
2012-12-16;22;279.40;279.40
2012-12-16;23;275.52;275.52
2012-12-16;24;270.75;270.75
2012-12-17;1;265.15;263.21
2012-12-17;2;249.19;251.05
2012-12-17;3;248.81;248.81
2012-12-17;4;253.29;253.29
2012-12-17;5;259.11;259.11
2012-12-17;6;247.84;266.20
2012-12-17;7;303.13;284.70
2012-12-17;8;393.03;393.03
2012-12-17;9;417.35;417.35
2012-12-17;10;393.85;393.85
2012-12-17;11;427.42;427.42
2012-12-17;12;417.95;417.95
2012-12-17;13;394.00;394.00
2012-12-17;14;422.28;422.28
2012-12-17;15;393.63;393.63
2012-12-17;16;447.94;447.94
2012-12-17;17;519.79;519.79
2012-12-17;18;508.00;508.00
2012-12-17;19;501.96;501.96
2012-12-17;20;367.96;416.38
2012-12-17;21;334.31;334.31
2012-12-17;22;289.70;289.70
2012-12-17;23;280.67;280.67
2012-12-17;24;272.17;272.17
2012-12-18;1;267.18;267.18
2012-12-18;2;265.31;265.31
2012-12-18;3;261.14;261.14
2012-12-18;4;257.55;257.55
2012-12-18;5;263.60;263.75
2012-12-18;6;271.88;271.88
2012-12-18;7;298.66;298.66
2012-12-18;8;412.82;412.82
2012-12-18;9;394.76;394.76
2012-12-18;10;373.27;373.27
2012-12-18;11;425.43;425.43
2012-12-18;12;424.46;424.46
2012-12-18;13;459.97;459.97
2012-12-18;14;451.91;451.91
2012-12-18;15;455.05;455.05
2012-12-18;16;466.76;466.76
2012-12-18;17;473.77;473.77
2012-12-18;18;551.96;551.96
2012-12-18;19;518.02;518.02
2012-12-18;20;390.81;390.81
2012-12-18;21;338.51;338.51
2012-12-18;22;333.06;333.06
2012-12-18;23;291.05;291.05
2012-12-18;24;276.95;276.95
2012-12-19;1;269.06;271.90
2012-12-19;2;263.47;266.08
2012-12-19;3;262.65;262.65
2012-12-19;4;263.62;263.62
2012-12-19;5;255.11;269.14
2012-12-19;6;275.93;278.54
2012-12-19;7;330.31;327.70
2012-12-19;8;450.93;450.93
2012-12-19;9;494.94;494.94
2012-12-19;10;493.97;493.97
2012-12-19;11;485.61;485.61
2012-12-19;12;476.74;476.74
2012-12-19;13;447.72;447.72
2012-12-19;14;446.82;446.82
2012-12-19;15;434.67;434.67
2012-12-19;16;432.28;432.28
2012-12-19;17;476.81;476.81
2012-12-19;18;577.37;577.37
2012-12-19;19;510.23;510.23
2012-12-19;20;408.03;410.50
2012-12-19;21;324.34;324.34
2012-12-19;22;310.99;310.99
2012-12-19;23;294.13;294.13
2012-12-19;24;280.85;280.85
2012-12-20;1;272.67;274.54
2012-12-20;2;259.47;265.51
2012-12-20;3;253.43;259.69
2012-12-20;4;256.26;260.51
2012-12-20;5;257.23;268.65
2012-12-20;6;248.80;276.78
2012-12-20;7;302.07;299.46
2012-12-20;8;413.90;413.90
2012-12-20;9;429.64;429.64
2012-12-20;10;363.62;363.62
2012-12-20;11;360.18;360.18
2012-12-20;12;357.27;357.27
2012-12-20;13;357.42;357.42
2012-12-20;14;355.78;355.78
2012-12-20;15;352.35;352.35
2012-12-20;16;352.80;387.56
2012-12-20;17;352.80;413.30
2012-12-20;18;377.34;426.36
2012-12-20;19;342.43;342.43
2012-12-20;20;317.96;317.96
2012-12-20;21;292.29;300.28
2012-12-20;22;288.12;288.12
2012-12-20;23;282.97;282.97
2012-12-20;24;266.26;273.20
2012-12-21;1;184.05;267.83
2012-12-21;2;160.70;264.25
2012-12-21;3;134.06;262.68
2012-12-21;4;107.06;265.22
2012-12-21;5;114.07;269.25
2012-12-21;6;197.48;274.10
2012-12-21;7;250.74;284.24
2012-12-21;8;325.42;319.75
2012-12-21;9;330.42;330.42
2012-12-21;10;325.72;325.72
2012-12-21;11;320.65;320.65
2012-12-21;12;320.57;320.57
2012-12-21;13;315.50;315.50
2012-12-21;14;282.38;304.98
2012-12-21;15;281.85;302.15
2012-12-21;16;281.48;302.74
2012-12-21;17;315.13;325.12
2012-12-21;18;330.12;330.12
2012-12-21;19;304.76;310.43
2012-12-21;20;282.67;299.24
2012-12-21;21;282.08;288.49
2012-12-21;22;282.38;282.90
2012-12-21;23;280.44;283.94
2012-12-21;24;274.32;274.32
2012-12-22;1;280.67;280.67
2012-12-22;2;251.57;264.11
2012-12-22;3;216.88;216.88
2012-12-22;4;221.21;221.21
2012-12-22;5;234.79;234.79
2012-12-22;6;232.10;232.10
2012-12-22;7;208.37;267.91
2012-12-22;8;270.45;270.45
2012-12-22;9;278.21;278.21
2012-12-22;10;282.23;287.23
2012-12-22;11;282.61;291.71
2012-12-22;12;282.31;292.83
2012-12-22;13;282.46;292.08
2012-12-22;14;282.01;290.66
2012-12-22;15;280.97;290.66
2012-12-22;16;281.49;294.92
2012-12-22;17;282.01;316.03
2012-12-22;18;282.76;318.79
2012-12-22;19;282.01;306.41
2012-12-22;20;291.04;294.77
2012-12-22;21;268.58;279.18
2012-12-22;22;229.49;276.42
2012-12-22;23;245.75;274.25
2012-12-22;24;172.49;172.49
2012-12-23;1;99.59;99.59
2012-12-23;2;83.55;83.55
2012-12-23;3;70.87;70.87
2012-12-23;4;55.57;55.57
2012-12-23;5;20.29;20.29
2012-12-23;6;11.79;11.79
2012-12-23;7;-0.07;-0.07
2012-12-23;8;55.87;55.87
2012-12-23;9;83.03;83.03
2012-12-23;10;110.85;110.85
2012-12-23;11;149.86;267.95
2012-12-23;12;223.86;270.11
2012-12-23;13;179.55;269.14
2012-12-23;14;133.83;268.17
2012-12-23;15;98.99;269.44
2012-12-23;16;90.63;272.35
2012-12-23;17;154.34;277.20
2012-12-23;18;224.24;279.06
2012-12-23;19;257.43;277.94
2012-12-23;20;272.13;276.23
2012-12-23;21;264.52;271.23
2012-12-23;22;241.17;272.80
2012-12-23;23;210.29;210.29
2012-12-23;24;90.56;90.56
2012-12-24;1;72.66;72.66
2012-12-24;2;7.53;7.53
2012-12-24;3;7.46;7.46
2012-12-24;4;0.67;0.67
2012-12-24;5;9.32;9.32
2012-12-24;6;68.33;68.33
2012-12-24;7;73.55;73.55
2012-12-24;8;164.33;164.33
2012-12-24;9;266.31;268.47
2012-12-24;10;272.95;276.23
2012-12-24;11;274.89;279.29
2012-12-24;12;275.48;279.81
2012-12-24;13;276.01;279.88
2012-12-24;14;276.08;279.44
2012-12-24;15;276.15;279.21
2012-12-24;16;277.65;282.87
2012-12-24;17;279.96;285.26
2012-12-24;18;280.03;282.12
2012-12-24;19;276.53;276.53
2012-12-24;20;272.28;272.28
2012-12-24;21;268.84;268.84
2012-12-24;22;269.29;269.89
2012-12-24;23;270.93;270.93
2012-12-24;24;252.96;252.96
2012-12-25;1;-1,118.19;-1,118.19
2012-12-25;2;-1,491.92;-1,491.92
2012-12-25;3;-1,491.92;-1,491.92
2012-12-25;4;-1,491.92;-1,491.92
2012-12-25;5;-1,491.92;-1,491.92
2012-12-25;6;-1,484.46;-1,484.46
2012-12-25;7;-1,491.92;-1,491.92
2012-12-25;8;-373.43;-373.43
2012-12-25;9;-0.67;-0.67
2012-12-25;10;29.47;29.47
2012-12-25;11;87.05;87.05
2012-12-25;12;200.14;200.14
2012-12-25;13;269.44;269.44
2012-12-25;14;270.56;270.56
2012-12-25;15;271.75;271.75
2012-12-25;16;272.20;275.86
2012-12-25;17;275.33;277.72
2012-12-25;18;277.57;278.32
2012-12-25;19;276.30;276.30
2012-12-25;20;275.18;275.18
2012-12-25;21;271.60;271.60
2012-12-25;22;272.20;272.20
2012-12-25;23;266.46;268.02
2012-12-25;24;241.17;241.17
2012-12-26;1;239.01;239.01
2012-12-26;2;163.74;163.74
2012-12-26;3;-20.29;-20.29
2012-12-26;4;-349.56;-349.56
2012-12-26;5;-412.14;-412.14
2012-12-26;6;-412.29;-412.29
2012-12-26;7;-349.78;-349.78
2012-12-26;8;101.08;101.08
2012-12-26;9;208.65;208.65
2012-12-26;10;184.92;184.92
2012-12-26;11;208.72;208.72
2012-12-26;12;198.43;269.52
2012-12-26;13;194.32;269.37
2012-12-26;14;213.05;213.05
2012-12-26;15;213.79;213.79
2012-12-26;16;208.42;208.42
2012-12-26;17;241.32;275.93
2012-12-26;18;269.37;275.86
2012-12-26;19;269.22;273.39
2012-12-26;20;268.99;269.66
2012-12-26;21;266.46;266.46
2012-12-26;22;250.57;250.57
2012-12-26;23;212.45;212.45
2012-12-26;24;196.34;196.34
2012-12-27;1;154.64;154.64
2012-12-27;2;110.70;110.70
2012-12-27;3;204.24;204.24
2012-12-27;4;205.96;205.96
2012-12-27;5;209.76;209.76
2012-12-27;6;251.84;251.84
2012-12-27;7;264.14;264.14
2012-12-27;8;268.84;276.01
2012-12-27;9;273.62;275.41
2012-12-27;10;273.02;276.90
2012-12-27;11;272.57;279.14
2012-12-27;12;271.68;280.56
2012-12-27;13;270.49;279.96
2012-12-27;14;267.58;279.59
2012-12-27;15;276.01;282.79
2012-12-27;16;289.81;293.68
2012-12-27;17;316.51;316.51
2012-12-27;18;318.08;318.08
2012-12-27;19;299.80;299.80
2012-12-27;20;292.27;292.27
2012-12-27;21;279.88;279.88
2012-12-27;22;278.91;278.91
2012-12-27;23;297.71;276.97
2012-12-27;24;238.71;259.44
2012-12-28;1;243.72;243.72
2012-12-28;2;239.39;239.39
2012-12-28;3;224.84;240.21
2012-12-28;4;242.00;245.06
2012-12-28;5;252.52;252.52
2012-12-28;6;247.75;259.16
2012-12-28;7;261.40;268.34
2012-12-28;8;286.54;279.68
2012-12-28;9;300.64;300.64
2012-12-28;10;297.58;297.58
2012-12-28;11;296.01;296.01
2012-12-28;12;289.82;289.82
2012-12-28;13;288.40;288.40
2012-12-28;14;283.85;283.85
2012-12-28;15;283.78;283.78
2012-12-28;16;277.29;286.99
2012-12-28;17;301.83;301.83
2012-12-28;18;300.19;323.02
2012-12-28;19;285.20;299.07
2012-12-28;20;286.69;286.99
2012-12-28;21;246.18;270.35
2012-12-28;22;163.52;266.62
2012-12-28;23;143.23;143.23
2012-12-28;24;106.23;106.23
2012-12-29;1;96.76;96.76
2012-12-29;2;88.18;88.18
2012-12-29;3;86.91;86.91
2012-12-29;4;76.09;76.09
2012-12-29;5;70.80;70.80
2012-12-29;6;60.20;60.20
2012-12-29;7;71.32;71.32
2012-12-29;8;98.10;98.10
2012-12-29;9;127.12;127.12
2012-12-29;10;139.50;259.16
2012-12-29;11;120.48;263.93
2012-12-29;12;121.23;264.76
2012-12-29;13;129.06;263.86
2012-12-29;14;132.86;261.70
2012-12-29;15;133.09;259.76
2012-12-29;16;148.60;261.62
2012-12-29;17;200.67;266.40
2012-12-29;18;267.52;268.41
2012-12-29;19;207.91;264.61
2012-12-29;20;165.61;259.61
2012-12-29;21;133.38;255.28
2012-12-29;22;108.10;108.10
2012-12-29;23;119.58;119.58
2012-12-29;24;82.88;82.88
2012-12-30;1;103.76;103.76
2012-12-30;2;0.67;0.67
2012-12-30;3;-7.16;-7.16
2012-12-30;4;0.60;0.60
2012-12-30;5;0.07;0.07
2012-12-30;6;0.00;0.00
2012-12-30;7;-33.19;-33.19
2012-12-30;8;-0.60;-0.60
2012-12-30;9;64.97;64.97
2012-12-30;10;101.82;218.12
2012-12-30;11;94.21;230.35
2012-12-30;12;106.30;239.52
2012-12-30;13;106.15;233.56
2012-12-30;14;106.00;106.00
2012-12-30;15;106.52;106.52
2012-12-30;16;103.91;245.87
2012-12-30;17;98.39;261.90
2012-12-30;18;137.18;261.98
2012-12-30;19;164.78;261.08
2012-12-30;20;165.15;257.20
2012-12-30;21;150.76;246.01
2012-12-30;22;125.69;243.48
2012-12-30;23;130.24;130.24
2012-12-30;24;29.61;29.61
2012-12-31;1;68.48;68.48
2012-12-31;2;-0.75;-0.75
2012-12-31;3;-52.22;-52.22
2012-12-31;4;-484.27;-484.27
2012-12-31;5;-74.89;-74.89
2012-12-31;6;-7.01;-7.01
2012-12-31;7;-8.80;-8.80
2012-12-31;8;79.22;79.22
2012-12-31;9;104.96;104.96
2012-12-31;10;129.80;129.80
2012-12-31;11;83.02;252.06
2012-12-31;12;74.00;247.95
2012-12-31;13;83.47;247.28
2012-12-31;14;118.90;244.97
2012-12-31;15;106.37;245.27
2012-12-31;16;114.06;256.16
2012-12-31;17;141.81;263.69
2012-12-31;18;223.19;263.02
2012-12-31;19;235.87;257.13
2012-12-31;20;150.31;242.43
2012-12-31;21;115.77;226.69
2012-12-31;22;83.17;83.17
2012-12-31;23;134.87;134.87
2012-12-31;24;83.55;83.55
2013-01-01;1;104.66;104.66
2013-01-01;2;82.50;82.50
2013-01-01;3;63.41;63.41
2013-01-01;4;0.75;0.75
2013-01-01;5;14.99;14.99
2013-01-01;6;170.15;170.15
2013-01-01;7;208.34;208.34
2013-01-01;8;208.94;208.94
2013-01-01;9;207.37;207.37
2013-01-01;10;204.02;204.02
2013-01-01;11;210.51;210.51
2013-01-01;12;225.80;225.80
2013-01-01;13;225.80;225.80
2013-01-01;14;231.39;231.39
2013-01-01;15;241.39;241.39
2013-01-01;16;250.94;250.94
2013-01-01;17;256.83;260.78
2013-01-01;18;270.33;270.33
2013-01-01;19;276.90;276.90
2013-01-01;20;271.08;271.08
2013-01-01;21;270.78;264.59
2013-01-01;22;250.56;256.68
2013-01-01;23;258.47;258.47
2013-01-01;24;189.02;189.02
2013-01-02;1;176.12;176.12
2013-01-02;2;111.30;111.30
2013-01-02;3;122.71;122.71
2013-01-02;4;88.10;88.10
2013-01-02;5;89.44;89.44
2013-01-02;6;221.32;221.32
2013-01-02;7;231.47;271.23
2013-01-02;8;331.05;291.29
2013-01-02;9;294.05;294.05
2013-01-02;10;287.49;287.49
2013-01-02;11;288.53;288.53
2013-01-02;12;287.12;287.12
2013-01-02;13;283.98;283.98
2013-01-02;14;283.09;283.09
2013-01-02;15;282.79;282.79
2013-01-02;16;289.80;289.80
2013-01-02;17;297.78;297.78
2013-01-02;18;302.26;302.26
2013-01-02;19;295.55;295.55
2013-01-02;20;289.06;289.06
2013-01-02;21;279.43;279.43
2013-01-02;22;275.55;275.55
2013-01-02;23;274.29;271.30
2013-01-02;24;255.19;258.17
2013-01-03;1;187.01;187.01
2013-01-03;2;149.71;149.71
2013-01-03;3;108.46;108.46
2013-01-03;4;104.36;104.36
2013-01-03;5;103.84;103.84
2013-01-03;6;134.20;134.20
2013-01-03;7;209.76;262.87
2013-01-03;8;267.27;267.27
2013-01-03;9;271.45;271.45
2013-01-03;10;272.42;272.42
2013-01-03;11;273.84;273.84
2013-01-03;12;273.02;273.02
2013-01-03;13;272.35;272.35
2013-01-03;14;271.53;271.53
2013-01-03;15;271.60;271.60
2013-01-03;16;272.20;273.54
2013-01-03;17;273.17;277.64
2013-01-03;18;274.06;276.82
2013-01-03;19;274.14;275.03
2013-01-03;20;271.60;271.60
2013-01-03;21;267.72;267.72
2013-01-03;22;264.29;264.29
2013-01-03;23;259.22;259.22
2013-01-03;24;209.69;209.69
2013-01-04;1;100.99;100.99
2013-01-04;2;88.84;88.84
2013-01-04;3;70.86;70.86
2013-01-04;4;82.35;82.35
2013-01-04;5;80.18;80.18
2013-01-04;6;133.81;133.81
2013-01-04;7;254.13;257.56
2013-01-04;8;275.46;272.03
2013-01-04;9;275.61;275.61
2013-01-04;10;273.60;273.60
2013-01-04;11;274.49;274.49
2013-01-04;12;273.30;273.30
2013-01-04;13;271.96;271.96
2013-01-04;14;270.91;270.91
2013-01-04;15;267.33;267.33
2013-01-04;16;269.12;269.12
2013-01-04;17;274.42;274.42
2013-01-04;18;279.19;279.19
2013-01-04;19;277.10;277.10
2013-01-04;20;272.03;272.03
2013-01-04;21;268.75;268.75
2013-01-04;22;264.27;264.27
2013-01-04;23;268.75;262.26
2013-01-04;24;238.76;245.25
2013-01-05;1;230.15;252.90
2013-01-05;2;241.42;241.42
2013-01-05;3;184.96;184.96
2013-01-05;4;230.83;230.83
2013-01-05;5;244.40;244.40
2013-01-05;6;251.71;251.71
2013-01-05;7;253.72;253.72
2013-01-05;8;253.05;253.65
2013-01-05;9;243.06;257.08
2013-01-05;10;283.40;269.38
